,SJS,SJS.1,SJS.2,SJS.3,SJS.4,CTRL,CTRL.1,CTRL.2,SJS.5,CTRL.3,SJS.6,SJS.7,CTRL.4,CTRL.5,CTRL.6,SJS.8,SJS.9,CTRL.7,CTRL.8,CTRL.9,SJS.10,SJS.11,SJS.12,CTRL.10,SJS.13,SJS.14,SJS.15,SJS.16,SJS.17,SJS.18,SJS.19,SJS.20,CTRL.11,SJS.21,SJS.22,SJS.23,SJS.24,CTRL.12,CTRL.13,SJS.25,SJS.26,SJS.27,CTRL.14,CTRL.15,CTRL.16,CTRL.17,CTRL.18,SJS.28,SJS.29,SJS.30,CTRL.19,CTRL.20,CTRL.21,CTRL.22,CTRL.23,SJS.31,SJS.32,SJS.33,SJS.34
ENSG00000163486,-0.6763047216607,0.40905161822017,1.4909538675411,0.563124421554516,-0.402640655757554,-0.323008147795903,-0.159511462443856,-1.65718092747519,-1.48477236278381,-1.74601929518936,-0.432287674119531,-0.658026000853833,-1.02213242661485,-0.141494792669736,-0.32932341086383,-0.589801856052898,0.658637548352982,0.0852901946961026,1.34120818906236,0.433845739700387,0.839495054752238,0.534888169598486,2.13343794329241,-0.865790294038219,-0.522739519490237,0.147967271512977,0.956945039205748,-0.667200657817059,-1.34538768717827,-1.66685488984765,1.34184227847039,1.01723834866782,-0.585354215513901,0.229969857716132,-0.471500253628402,-0.31787619596582,0.513806821796617,-0.544042130159081,-0.749376547601393,1.04904645231977,-1.50420009645794,2.54068434810624,-0.919659803231124,-0.956876933946726,-0.167845688563262,0.755272338503981,-0.380787462072846,-0.0428482587387825,-0.184901592503964,1.81202203933762,-0.251373274237414,-0.689720593344448,-0.600174735219243,-0.740241078176064,-0.126317527482987,0.484658234024825,1.64955123059364,1.91170339378433,1.02293276868495
ENSG00000180725,-0.0582673915530243,-0.0955053365595072,-0.989561732502893,1.51057763358453,0.277622406269238,-0.664081733498335,-0.854829024335735,-0.291855944314012,-0.135610742676971,-1.56639300089357,0.826165314471979,-0.132400604512425,-0.0372828811692003,-0.667183261443365,-0.264438787970317,1.21714075924418,-0.871371742798511,-0.20177619251147,-0.641873211341025,0.591609058045617,-0.81357858426612,-1.19643764463694,-0.241871493718223,0.294582100120722,-1.15233257020486,-0.365789219698053,-0.491760809144016,-0.651208173577789,-0.529633035578447,0.278804576241555,-0.161250155645833,-1.01551929313682,-0.363213876366029,0.124078746146359,0.364806501026795,-0.25969898768738,-0.817291859286398,2.53174785627305,2.84905348370441,0.736074395641332,-0.108676857176647,-0.407502629269591,2.56662395812131,2.66231859276195,1.27422368028313,-1.14838175651137,-1.16675479516917,-0.173061058562325,-0.164331844251732,-0.47149289079499,1.57816971152403,-0.484563792398679,0.247350325863627,-0.711644340807826,0.735402307534724,-1.06497782266742,0.308369622606704,1.00055971502898,-0.541875665857189
ENSG00000185928,-1.31292974149669,-0.629677714252792,-0.0479216985101214,-0.280901111395563,-0.582891550965352,0.931690053638122,0.744410910173986,0.562234902407159,-1.37203195172038,4.27457757846101,0.742861881220398,0.319615160397862,0.0734048578560282,-0.478051114737693,0.157572450226827,0.140645983516116,-0.632306051764572,0.358598846665886,2.47527524598598,-0.700623414595153,0.148729132593617,-0.583897378772073,-0.0271437865903032,0.516781246351927,1.2227457046095,0.0407509869953588,-0.3640674311606,-1.15305540214428,-0.480862213928571,1.2079938660427,-1.77397919163593,-0.746419127147824,-0.246100924882053,0.273949434460805,0.767973908594633,-0.263212871527522,-0.0932253272538541,0.43984247699653,0.444473676780574,-0.517341701257315,0.856356861398188,-0.353632250179196,1.35608213763913,0.131574238846871,-0.744634450535341,-0.273159803972699,-0.335053111705238,-1.02529095031704,0.850410875401784,-1.33972177928601,-0.684059952070491,0.635550428929024,-0.224531380248051,-1.20482966026688,-0.237681936978571,1.65324688759857,-1.46085276544561,-0.423412953839746,-0.733849033205078
ENSG00000197284,0.823696044256423,0.6308034178598,0.134940995787401,-0.18277929840005,-0.0794059951040218,-2.13023843392622,0.343500110245716,-0.0256039478613083,1.39690025446144,-0.454356392979048,0.843032052450433,0.80546980648269,-0.980357117366125,-0.669978148938989,-0.279456105108428,0.805508733433215,2.27627499319111,-0.229721303250234,0.260869663374404,-0.64713331961448,-0.820950577656299,-0.028443756493941,1.40167233179645,-0.00369631580266576,1.369593727256,-2.13023843392622,-0.469687093681386,0.592959755344348,0.274346812213853,-2.13023843392622,0.175609422869903,1.06876818148511,0.836601843450604,2.06206602953862,-1.04207208713403,0.64626727656599,0.0679046508976415,-0.206975470014222,-0.0838370638789401,-0.224105663228771,-0.807152724966863,-0.344500434141178,-2.13023843392622,0.0665352553923283,0.355490895050095,-0.118583008459598,-1.08562434128049,-0.138032167001569,1.18138853701346,1.70433128406076,-0.905048786143788,-0.871663992342621,-1.09187667989875,-0.2224611420088,-0.51354190799574,1.4351523929607,-1.50263556852135,0.590518875931116,0.400430801608987
ENSG00000231027,-0.203334528764901,-0.789916645995185,-0.66236733763147,-0.581399063450151,-0.526018890820408,1.76410388493149,-0.738862901305316,-0.837873080514364,-0.66270684303852,-1.27793759819728,-0.722167115970263,-0.410300732561886,0.0699767493342498,1.07707011843442,1.86417128248772,-0.589348465746575,0.476748538879782,-0.642108695455879,-1.27793759819728,1.96912062639371,0.226488466763054,-0.883136678885168,-0.264990829750802,-0.518484425737902,-0.401193793905556,-1.27793759819728,0.530891683093832,2.08922899736046,-0.776444345467129,-0.570496775378714,-0.438956614465091,0.0128198568536746,-0.185931312024013,-0.552550437001546,0.87252167519093,-0.164770361534286,0.0836684910696823,2.07496724157311,0.0284957689183014,0.334236969259789,-0.650495521180515,-0.510701554395645,-1.27793759819728,1.63879682095829,1.63297431929948,1.27741150651519,1.12529807255049,0.320542419361878,-1.27793759819728,-0.645001552528968,-0.169442054236464,-0.603262052661787,1.22055061180391,2.33732817466125,0.460376598498871,-0.2200202375653,-1.27793759819728,-1.27793759819728,0.380057161161256
ENSG00000235999,0.135213683885779,0.178262402062318,1.12397611968912,-0.61406786524849,-0.455475280296853,-1.12754874699191,-0.690801941463592,-0.990142320447101,0.149456403116379,0.680661441922236,0.377104937800194,0.450230906406811,0.325095072649567,-2.01670178416278,0.0201811746828899,0.220143494538429,-1.96801745306254,-1.32451019230964,1.83849379638952,-0.0613029502459607,-0.201240080113429,0.671646127030597,3.37264369342804,-0.445411273969506,-0.229460986955479,-0.670454706761404,-0.208489777858137,-0.233840542268482,-0.212371551861463,0.658231932417891,-0.191301202752973,1.11742408132513,-0.0452602386814903,0.759106982608278,-0.375975538118394,-0.281785199984361,0.58313156014993,-0.608086687755694,-0.392044943364029,0.298524412375699,-0.634380727667319,1.08411475675965,-2.55506320905433,-0.854604900169953,-0.547441551011066,0.149598624034476,-0.515614900111618,0.377899045655015,2.39637057250456,1.42289870151855,-0.204522244726733,-0.536917607547332,-0.502113314508382,-0.27388013680648,-1.45533063742161,0.325750331783258,1.26350794180633,0.352184704865075,1.09230759229279
ENSG00000241978,-0.753346420256413,-0.484068747353192,3.23151811826881,0.100524329803091,-0.0555438364062807,-0.938689605700549,-0.698520705721372,0.0394815365668273,-1.36231032180418,0.159161481932145,-0.714876119448225,-1.09735730190064,-0.527378503956733,1.3468302939044,-1.13924690415446,-0.183607730535872,0.356900967741807,0.886057372684481,0.47570459838274,-0.85896047874875,-0.0131820615541247,0.269397596928625,-0.0221523744849237,0.694693082880408,-0.671361810225596,-0.528272569063742,0.845851713955335,1.81844991240585,-0.240700970317058,0.16307234974418,-0.934027508387855,-0.465828453066475,-0.183048726625207,-0.446113356224576,-0.811336512947061,0.687032368527644,0.442848767432164,-0.0444412152781018,-0.752960565906337,2.94213793343351,-0.851148610342606,0.29369230285643,-0.442135814167763,-0.179333986114436,-0.80454263667688,-0.953165255201166,-0.734374278256829,1.32616191392649,2.91450532815316,-1.1866441769528,0.30544986661229,0.0468460152004534,-0.431759179621813,-1.18072157274816,-0.351152471347464,0.856981028669382,-0.593811437596513,0.215613584116664,1.21720975496727
ENSG00000254667,-0.042945849562442,-0.592468866600068,0.117667422282436,0.635495737515055,0.825378298606664,-0.0892569546512276,-0.703913166723716,-0.555651646753739,-0.773990574790421,0.52940176062899,-0.107899787948617,-1.14813711802885,-0.393029063463003,-1.0201874448809,-0.248231012683189,-0.401734149702352,-0.593721250877619,-0.329166175446731,-0.438591019196185,-0.392570694536081,0.582161315403574,1.83280941861251,3.14864340375513,-0.872482666052863,0.0812639888546235,0.114098690869622,0.850023480336398,0.179812606764387,-0.973932635726672,-2.35530480153924,1.17123549256073,0.67639600756627,-0.0511573288537633,1.1706030972572,-0.721918028436057,-0.00830278210245627,0.822283133766665,-0.140233767357015,0.0278229171658082,0.914044549766145,-0.636456044625993,2.73323867396924,-2.35530480153924,0.0397433639477663,-0.686579145386939,0.0349603965803797,-0.131171804545123,-0.286530879083378,0.15873705639744,1.09840602984833,-1.15268414386993,-1.03592182645099,-0.011218249170018,-1.36778620723339,-0.920867844285283,0.694993822921701,1.19358167571886,0.548509167851741,1.35803622315582
ENSG00000257028,-0.965591586368245,-0.218655383118981,-1.58034467336279,-0.737845149615494,0.0812768254404948,-0.83139049118168,-0.488888287552179,1.16276300322473,0.405494088130073,3.15136873783528,2.42838443881061,0.218405956323674,-0.27550555994258,0.210947208245581,1.21591921415626,0.324390136169567,-0.998925830126252,-0.314969451939611,0.902289932044112,0.510514869183933,-1.72587267251152,-0.94976278553231,-1.39936781129807,0.695181189801342,-0.901930355776754,-0.629957883340322,-1.26045598122777,-1.20003212073875,0.93501758658678,-0.527112567053801,0.137938575631045,-0.180496725550982,-0.723160147388919,1.10888343970538,0.331659192179508,-1.4609262656286,-0.703661263309696,1.68173752129838,0.555869713117027,1.02694067534386,0.104963950862158,-0.226282754932498,1.82185437977043,0.0914108183052389,0.378795395134039,0.0862917022988221,-1.01821400306747,0.113171481926966,-0.59989873269977,-0.153993075166018,1.49176438789506,0.742198017079204,0.209091244404538,-0.428375507001789,1.07061740246891,-0.99226798196611,-0.201147075537883,-0.591562359558252,-0.908546600877946
ENSG00000260336,0.68314166109319,0.694425405352084,0.875999408193256,0.164237813189503,0.3617800997977,0.0292915712456572,-0.913555932185251,-1.14372684991819,-0.261514335162787,-2.26290797827875,0.595033116774755,-0.0885100128328952,0.430680266127119,0.080758931677148,-0.486472011717062,-0.0690099371246585,0.547960443553506,-0.424024006324427,0.91531890323772,0.00587000380628773,0.932695229107204,0.461733056988874,0.0970012812127154,-1.50543601637837,-0.0156775863697448,-1.56600573494337,0.588226037154287,0.854910477207387,-0.24448462435847,-1.1024057509178,1.08036715995207,0.826687111215048,-0.542339994253393,0.578467478150576,-0.669863874682993,0.87673046897562,0.884700671888668,-0.893670425713219,-0.181003225148315,0.197040472670374,-2.8170773171466,1.74121894049671,-0.979243681454067,-1.47335695702647,-0.871034079445655,0.102331146798001,-0.761193913269864,0.378492160548922,1.27212748294159,2.66128251116688,-1.60991497875583,-1.2429674420353,0.0790718780764316,-0.762397913231541,0.364129687298011,0.880604210880008,0.118780251167819,1.12509986766316,1.40159937306674
ENSG00000269089,-0.441470477020678,0.117467096320623,-0.202828733762476,0.140159941712766,0.321440033512546,2.50714469570354,-1.04248462355983,-0.734224035082291,0.183738886544881,2.0598471621285,1.2099907304136,-0.284090013030111,-0.0547476506426938,-0.681843394848661,0.859438927593209,-0.544536802262058,-1.32746821902916,-0.0800696537268046,0.720172143143606,-0.0826929734396403,-1.33395443462858,-1.62620866308613,0.309259356923337,-0.897295414099137,-0.369400891952187,-0.774654871971237,-0.38037775028022,-0.632697781947279,-0.139590110267694,-0.204225613809044,0.0935729601774449,-1.8766685217887,-0.774937624826867,0.964771499626934,0.43382957486829,0.226341755578633,-1.31445023905042,2.03182749629602,2.13991844170351,0.570632301800362,-1.04303236960689,-0.433783794168989,0.343621578247444,1.70109612952247,1.1924683304266,-0.613212391936432,-0.537479335026854,-0.834420057921481,-1.95225635977963,-0.50347836139928,2.24459866727572,0.181055272027857,-0.0642341953466976,0.53426350529104,0.544250982998786,-0.364389719744468,0.476178376687586,0.347247382868748,-0.307128150351434
ENSG00000269501,0.65085125658233,0.568406614380623,1.27526857367603,-0.113182611799702,0.268735230257677,0.59140701142668,-0.392569594178272,-0.562086132254998,0.175003642564251,-5.99167948204464,-0.357353983349854,-0.0399088065728339,-0.723442692493499,0.83168644263819,0.236761866675261,0.358709164965738,-0.688490268075709,0.589964168809453,-1.21572039245377,-0.472586173738562,1.13015636831958,0.755592415188684,0.720795448399298,-0.707094162886083,-0.034726046709043,-0.187751004913419,0.70932947735934,0.519349286058845,-0.259889517070493,0.178760708888324,0.226981771790057,1.06844590048141,-0.151823952572398,0.333044759293593,-0.0317293413474765,0.543279185557161,0.727205683473082,0.184622293327137,0.101408879846877,-0.371961409763088,-0.670832409509479,0.790578476282458,0.189134598653569,-0.292793376530267,0.678534938319126,-0.165409068870638,-0.572248418916096,0.0175509671917571,-0.774588107795105,1.38296756646622,-0.230432663205969,-0.822961508927745,-0.210194753232747,-0.713167158486565,-1.11202003807681,0.00551989921212167,1.00546674672419,0.426355438681253,0.624768294284866
ENSG00000269554,-1.06426883738756,0.260624428820253,-0.060443595031589,0.00748528500639359,0.423189519419767,-0.239581313221344,0.912389006160311,0.114587088989632,1.45197883848163,4.52335295717192,-1.18753831320874,0.622903710546776,-1.27911140506544,-0.904920627011756,0.262583043123932,-0.0160475071033455,-0.672374561103991,-2.15426702775907,1.61661755842265,-0.0690060361952537,-1.21793234235433,-0.328626268355287,-0.400528223551039,-1.38692497904615,0.868229337727416,0.881214086333729,0.047796347779275,-0.97513853229635,0.0377637036507319,0.324825233263901,0.34244056538371,0.205638789640927,-1.45003582354443,0.0925865106544307,-0.48340414142532,-0.569951067186706,-0.558899916619549,0.493092106647726,0.778527903670284,0.810020772195966,-0.0219754409994942,-0.196160396802674,0.0251465578747701,0.559868901574797,0.998476092225525,-0.501019746256663,-0.188538567892587,-1.26831558658702,-2.15426702775907,-0.00420661824924216,0.574835949956298,0.528612192703593,0.243601797434573,0.681491448645533,0.667366855777143,0.566393467565314,0.257571828405268,-0.372654036931106,-0.455073946309048
ENSG00000269640,0.262849831833723,0.0505096177703293,-0.238148910109602,1.01704900564098,0.795221975208555,-0.740545353203745,-0.0786786070528706,0.163527678438013,-1.52612542563702,-0.891112309545965,-0.922148160369637,0.089763989825627,-0.719333657141611,-1.32703235825019,-0.828422475422587,-0.155537751329072,1.4291557902174,-1.24432974594855,-1.07402672991187,0.547297154355576,0.932178087737332,1.1855944068196,-0.00168532581138503,-0.826002291209063,0.658923485243863,-0.823788414594169,1.35822411865026,0.728088838004056,-0.877385662660099,-0.875392805150214,1.61068692140982,0.815808502076025,-0.701229699199524,1.29392656231878,-0.758051979501862,-0.265015409627767,1.25792268010467,0.0161086526842275,-0.242009928809237,1.64126689119812,-1.05692747204161,2.29288202226748,-2.12157464688934,-0.28009623602977,-0.0854656253981664,1.60762575004101,-0.511536451869199,-1.41856386928168,-1.15029715066605,1.31164126025801,-1.3701357843887,-0.774702426137969,0.0211559542275348,-0.275394390556163,0.0149394143472307,-0.138920519672713,1.21617030047219,1.40577615446178,0.575322527805222
ENSG00000269728,1.48440638175628,1.07535482997197,0.325193374629276,-0.169766970574957,0.268227894107481,-2.31375826801749,-0.908407097971113,0.559459128305895,-0.0546718133861245,-3.90503006925583,-0.295943512240908,-0.11360052618275,0.327414771088347,0.213937390470814,-0.552403221366961,0.228480312044439,-0.428439361909388,-0.41636838450706,-1.56756499030081,1.46507893426183,1.51098282822352,0.793491345726567,0.147206457884613,0.30478740811472,0.277619985445876,-0.256821653786424,0.559490997327464,0.143341537120098,0.050142035858589,-0.323437532794878,1.79805137654661,1.53687126552848,0.0193173558752534,1.02585443230628,-0.155733227305086,0.650148722109424,0.309877082315419,-1.69198219982918,-1.52422125660454,0.263993329082079,-1.35282988466483,0.887519285687858,-0.256561602994969,-1.14458966893651,-0.651077629074345,0.993668740987689,0.00633470879542208,0.648649215420478,0.0749825363554978,1.1469082243487,-0.422530518677836,-0.433901805273817,-0.774985418758457,-0.623577534584545,0.00176034493007099,-0.781564890542304,1.13566503016345,0.806823683806288,0.0787280929443523
ENSG00000269871,0.425314736150884,0.038004336805192,-1.25221008585522,1.05254867146017,1.30306911295317,-1.94869834200223,-0.542830398241711,-0.14501058063764,-0.577314265443487,0.0749894437597229,-0.706539753709652,-0.853915987684785,-0.423597840095504,-1.31654197843889,-0.191117639871126,0.45843280864106,0.0366449502075167,0.412065333889051,1.25899355620786,0.373882170883069,-0.674234556939354,-0.78160974169809,-1.94869834200223,1.00471768016684,0.648236826597969,-0.756363437821963,-0.0926230901984308,-0.923754062372369,-0.825342715355864,-0.971690263810733,-0.100778961080003,-1.13598476408848,-0.599494173381045,0.918630662574864,-0.103011451756339,-0.689202948656293,-0.0840439484604699,2.12040465060298,1.11410946039616,0.709992834898088,1.08669573094133,-0.468253675499193,1.82441678903079,1.2828728783652,1.54572258098184,0.103513654716824,-0.690515195481791,-0.957869934793893,-1.94869834200223,-1.2325615320548,1.94345716381663,0.911127053051547,1.01998134200155,1.05118662216566,0.73607927322524,-1.34327037333003,0.358743169781098,0.619289985627702,-0.147345097136152
ENSG00000272065,0.389163174652744,0.309945499095276,0.8327996806646,-0.0500304969709176,0.443484178423488,0.468130365720644,-0.738476488423597,-0.500188490201602,-0.308647003299642,-2.35700504536264,-1.03066419303015,-1.69294802265851,-0.410118947628818,-1.1619848814154,-0.537497020107237,0.252884829772248,0.503356208784767,0.200709031524752,-1.29032741453769,-0.0525712664513745,0.440146541786916,0.655572334980394,1.54815147864406,0.0271600155702667,0.696125970888051,-0.410987303457262,0.773509594923711,0.410489199924429,-0.676556159393425,-1.04546897412892,0.217667423979599,1.04525363001829,0.818995288891806,1.12046923264161,0.551744128513014,0.726827996790676,0.804138702066396,-0.360629945080766,-0.270556941855076,-0.0262062502015459,-0.723684795694184,1.76005590226271,-2.35700504536264,-1.01000060579862,-0.0616343059677669,0.252359380457961,-0.259222843774571,-0.494989129232777,-2.35700504536264,2.39544241578181,-0.673353534261551,-0.751519363312359,0.336950515703885,-0.00832408310055082,-1.24168298890227,1.33088474404183,1.86211736015788,1.33734081430522,0.347410944005477
ENSGR0000169093,-1.21984712606185,-0.708221383395209,-0.267536776002864,-1.15893553492483,-0.447215699508671,-0.260115676405996,1.59755979224927,-0.503878771105685,-0.142043888857379,5.28524079489925,1.05013590190169,0.835844701720979,0.135232574821192,0.40017507264078,0.654306820532969,0.666680267818587,-0.796459511631457,0.137548963700344,1.24951569799303,0.352061474023141,-0.663532902209097,-0.0474725649327332,0.674420334523812,0.93911505204411,0.563476256224242,0.0556013871734298,-0.69978827773486,0.281432673307356,0.659150595468242,0.748832457492151,0.343469684585171,-0.191786783827008,0.505152606425603,-0.841971616922647,0.199753000439414,-0.69356197970816,-0.800315463977194,0.718389827878585,-0.457860370905715,-0.543572964468537,0.527571741696058,-0.974568746713738,-0.882850148782602,-0.599144450790958,-0.994633138362364,0.00452907598146496,-0.459029390161965,-0.588377567241454,1.32667121795278,-1.18195134191754,-0.455872282921578,-0.610899076994715,0.0768332544526213,-0.702339075892816,-0.993154477193382,0.246433431400658,-1.2645731637894,-0.594901563650278,0.511277057645812
ENSGR0000169100,-0.568956440167872,-0.18111599106401,0.961625855893142,0.499252341138065,0.527514399173232,1.02938548017893,0.527852304271592,-0.336091291805799,-1.0207677078641,4.4381441151435,-0.0036021565543437,-0.153272032827357,-0.439381018563425,-0.192881356043907,0.274683885282313,-0.648232543270668,-0.554748740271742,0.484393369067413,1.22556321755805,-0.405202177501455,1.68451069722595,-0.490969629034165,-0.535182964983482,-0.719633265440897,0.356583047540852,-1.02365867888524,0.656379781270439,-0.789635610296843,-0.216704319763038,-1.05986055262944,-0.847794976242855,-0.379300213519194,0.351395508097053,-0.987236388072231,-0.496225323126966,-0.800282231204428,0.121090594479616,0.211974776334231,0.682708554677435,-0.0507382932711612,-0.300042605595606,-0.687856992104478,0.573498614164491,0.0514175038103723,0.104797206857813,-0.364184094207904,0.524864406678613,-1.53171572664076,-2.09572827875978,-1.14161939596397,0.441864911848726,0.162474130486791,1.43527499476725,-0.00449295883865597,0.170805950580422,0.9403981766189,-1.30718199133962,-0.523182776572067,2.41902489928227
